traditional,simplified,pinyintone,pinyinnum,pinyinnone,tonenumber,MCbaxter,MCinitial,MCfinal,MCtone,MCipa,OC,gloss,GSR,HYDZD,rad,str,Unicode
薌,芗,xiāng,xiang1,xiang,1,xjang,x-,-jang,ping,xjaŋ¹,*qʰaŋ,fragrance,0714m,"53287,01",140,13,U+858C
香,香,xiāng,xiang1,xiang,1,xjang,x-,-jang,ping,xjaŋ¹,*qʰaŋ,fragrance,0717a,"74423,01",186,0,U+9999
夅,夅,xiáng,xiang2,xiang,2,haewng,h-,-aewng,ping,ɣæwŋ¹,*m-kˤru[ŋ]  (? < *-[u]m),submit,1015-,"20868,04",34,3,U+5905
降,降,xiáng,xiang2,xiang,2,haewng,h-,-aewng,ping,ɣæwŋ¹,*m-kˤru[ŋ]  (? < *-[u]m),submit,1015a,"64126,18",170,6,U+964D
庠,庠,xiáng,xiang2,xiang,2,zjang,z-,-jang,ping,zjaŋ¹,*s-[ɢ]aŋ,school,0732m,"20883,09",53,6,U+5EA0
翔,翔,xiáng,xiang2,xiang,2,zjang,z-,-jang,ping,zjaŋ¹,*s.[ɢ]aŋ,fly back and forth; soar,0732p,"53348,06",124,6,U+7FD4
詳,详,xiáng,xiang2,xiang,2,zjang,z-,-jang,ping,zjaŋ¹,*s.[ɢ]aŋ,scrutinize fully,0732q,"63971,03",149,6,U+8A73
祥,祥,xiáng,xiang2,xiang,2,zjang,z-,-jang,ping,zjaŋ¹,*s.ɢaŋ,auspicious,0732n,"42398,01",113,6,U+7965
想,想,xiǎng,xiang3,xiang,3,sjangX,s-,-jang,shang,sjaŋ²,*[s]aŋʔ,think,0731d,"42320,11",61,9,U+60F3
饟,饟,xiǎng,xiang3,xiang,3,syang,sy-,-jang,ping,ɕaŋ¹,*n̥aŋ,bring food to,0730c,"74479,05",184,17,U+995F
饟,饟,xiǎng,xiang3,xiang,3,syangX,sy-,-jang,shang,ɕaŋ²,*n̥aŋʔ,bring food to (workers in the field),0730c,"74479,05",184,17,U+995F
饟,饟,xiǎng,xiang3,xiang,3,syangH,sy-,-jang,qu,ɕaŋ³,*n̥aŋ(ʔ)-s,bring food to (workers in the field),0730c,"74479,05",184,17,U+995F
享,享,xiǎng,xiang3,xiang,3,xaeng,x-,-aeng,ping,xæŋ¹,*[qʰ]ˤraŋ (W dialect),penetrate,0716a,"10284,08",8,6,U+4EAB
享,享,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*[qʰ]aŋʔ,offer in sacrifice; food offering,0716a,"10284,08",8,6,U+4EAB
亨,亨,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*[qʰ]aŋʔ,sacrificial offering,0716b,"10284,03",8,5,U+4EA8
曏,曏,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*n̥aŋʔ (W dialect: *n̥- > MC x-),a short time,0714k,"21534,21",72,13,U+66CF
鄉,乡,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*qʰaŋʔ,feast,0714c,"63786,04",163,9,U+9109
饗,飨,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*qʰaŋʔ,feast,0714j,"74471,14",184,13,U+9957
響,响,xiǎng,xiang3,xiang,3,xjangX,x-,-jang,shang,xjaŋ²,*qʰaŋʔ,echo,0714n,"74498,1",180,11,U+97FF
項,项,xiàng,xiang4,xiang,4,haewngX,h-,-aewng,shang,ɣæwŋ²,*[g]ˤroŋʔ,neck,1172y,"74356,09",181,3,U+9805
巷,巷,xiàng,xiang4,xiang,4,haewngH,h-,-aewng,qu,ɣæwŋ³,*C.[g]ˤroŋ-s,"lane, street",1182s,"20986,07",49,6,U+5DF7
相,相,xiàng,xiang4,xiang,4,sjangH,s-,-jang,qu,sjaŋ³,*[s]aŋ-s,"appearance, quality",0731a,"42470,13",109,4,U+76F8
向,向,xiàng,xiang4,xiang,4,xjangH,x-,-jang,qu,xjaŋ³,*n̥aŋ-s,window facing North; turn towards,0715a,"10579,08",30,3,U+5411
曏,曏,xiàng,xiang4,xiang,4,xjangH,x-,-jang,qu,xjaŋ³,*n̥aŋʔ-s (W dialect: *n̥- > MC x-),a short time,0714k,"21534,21",72,13,U+66CF
鄉,乡,xiàng,xiang4,xiang,4,xjangH,x-,-jang,qu,xjaŋ³,*qʰaŋ-s,to face,0714c,"63786,04",163,9,U+9109
嚮,嚮,xiàng,xiang4,xiang,4,xjangH,x-,-jang,qu,xjaŋ³,*qʰaŋ-s,"to face, approach",0714i,"10698,08",30,16,U+56AE
橡,橡,xiàng,xiang4,xiang,4,zjangX,z-,-jang,shang,zjaŋ²,*s-[d]aŋʔ,acorn,0728f,"21282,07",75,12,U+6A61
象,象,xiàng,xiang4,xiang,4,zjangX,z-,-jang,shang,zjaŋ²,*s.[d]aŋʔ,elephant,0728a,"63611,09",152,5,U+8C61
像,像,xiàng,xiang4,xiang,4,zjangX,z-,-jang,shang,zjaŋ²,*s.[d]aŋʔ,image; resemble,0728e,"10213,03",9,12,U+50CF
鴞,鴞,xiāo,xiao1,xiao,1,hjew,hj-,-jew,ping,ɣjew¹,*[ɢ]ʷ(r)aw,鴟鴞 tsyhij.hjew owl,1041t,"74623,11",196,5,U+9D1E
簫,箫,xiāo,xiao1,xiao,1,sew,s-,-ew,ping,sew¹,*sˤiw,pan-pipe,1028h,"53023,1",118,12,U+7C2B
蕭,萧,xiāo,xiao1,xiao,1,sew,s-,-ew,ping,sew¹,*sˤiw,Artemisia,1028i,"53308,12",140,12,U+856D
蕭,萧,xiāo,xiao1,xiao,1,sew,s-,-ew,ping,sew¹,*sˤiw,蕭蕭 neighing of horses,1028i,"53308,12",140,12,U+856D
削,削,xiāo,xiao1,xiao,1,sjak,s-,-jak,ru,sjak⁴,*[s]ewk,"scrape, pare",1149c',"10341,02",18,7,U+524A
肖,肖,xiāo,xiao1,xiao,1,sjew,s-,-jew,ping,sjew¹,*[s]ew,disappear,1149g,"32045,06",130,3,U+8096
宵,宵,xiāo,xiao1,xiao,1,sjew,s-,-jew,ping,sjew¹,*[s]ew,"night, evening",1149h,"20932,02",40,7,U+5BB5
消,消,xiāo,xiao1,xiao,1,sjew,s-,-jew,ping,sjew¹,*[s]ew,dissolve; disappear,1149j,"31622,02",85,7,U+6D88
逍,逍,xiāo,xiao1,xiao,1,sjew,s-,-jew,ping,sjew¹,*[s]ew,be at ease,1149m,"63840,06",162,7,U+900D
霄,霄,xiāo,xiao1,xiao,1,sjew,s-,-jew,ping,sjew¹,*[s]ew,sleet,1149o,"64064,02",173,7,U+9704
小,小,xiǎo,xiao3,xiao,3,sjewX,s-,-jew,shang,sjew²,*[s]ewʔ,small,1149a,"10560,12",42,0,U+5C0F
曉,晓,xiǎo,xiao3,xiao,3,xewX,x-,-ew,shang,xew²,*qʰˤewʔ,understand,1164f,"21535,01",72,12,U+66C9
效,效,xiào,xiao4,xiao,4,haewH,h-,-aew,qu,ɣæw³,*m-[k]ˤraw-s,"imitate, follow",1166r,"21457,11",66,6,U+6548
斆,斆,xiào,xiao4,xiao,4,haewH,h-,-aew,qu,ɣæw³,*m-kˤruk-s,teach,1038d,"80022,19",66,16,U+6586
嘯,啸,xiào,xiao4,xiao,4,sewH,s-,-ew,qu,sew³,*sˤiw(k)-s,to wail,1028f,"10694,11",30,12,U+562F
笑,笑,xiào,xiao4,xiao,4,sjewH,s-,-jew,qu,sjew³,*[s-l]aw-s,to laugh,1150a,"52950,1",118,4,U+7B11
肖,肖,xiào,xiao4,xiao,4,sjewH,s-,-jew,qu,sjew³,*[s]ew-s,resemble,1149g,"32045,06",130,3,U+8096
削,削,xiào,xiao4,xiao,4,sjewH,s-,-jew,qu,sjew³,*[s]ewk-s,"scrape, pare",1149c',"10341,02",18,7,U+524A
孝,孝,xiào,xiao4,xiao,4,xaewH,x-,-aew,qu,xæw³,*qʰˤ<r>uʔ-s,filial,1168a,"21011,04",39,4,U+5B5D
楔,楔,xiē,xie1,xie,1,set,s-,-et,ru,set⁴,*s.qˤet,wedge put in teeth of corpse,0279i,"21242,07",75,9,U+6954
歇,歇,xiē,xie1,xie,1,xjot,x-,-jot,ru,xjot⁴,*qʰat,"cease, rest (v.)",0313u,"32145,07",76,9,U+6B47
鞵,鞵,xié,xie2,xie,2,hea,h-,-ea,ping,ɣɛ¹,*[g]ˤre (no pre-Qín exx.),shoe,0876-,"74347,12",177,10,U+97B5
鞋,鞋,xié,xie2,xie,2,hea,h-,-ea,ping,ɣɛ¹,*[g]ˤre (no pre-Qín exx.),shoe,0879-,"74333,02",177,6,U+978B
劦,劦,xié,xie2,xie,2,hep,h-,-ep,ru,ɣep⁴,*[ɢ]ˤep,with united forces,0639a,"10367,11",19,4,U+52A6
協,协,xié,xie2,xie,2,hep,h-,-ep,ru,ɣep⁴,*[ɢ]ˤep,in harmony,0639b,"10064,03",24,6,U+5354
挾,挟,xié,xie2,xie,2,hep,h-,-ep,ru,ɣep⁴,*m-kˤep (?),grasp,0630l,"31880,02",64,7,U+633E
擷,撷,xié,xie2,xie,2,het,h-,-et,ru,ɣet⁴,*m-[k]ˤi[t],tuck in skirts (v.),0393z,"31978,11",64,15,U+64F7
偕,偕,xié,xie2,xie,2,keaj,k-,-eaj,ping,kɛj¹,*kˤrij,together,0599b,"10188,12",9,9,U+5055
挾,挟,xié,xie2,xie,2,tsep,ts-,-ep,ru,ʦep⁴,*S-kˤep,grasp,0630l,"31880,02",64,7,U+633E
脅,胁,xié,xie2,xie,2,xjaep,x-,-jaep,ru,xjæp⁴,*qʰ<r>ep,"flank, side of the body",0639e,"32073,09",130,6,U+8105
邪,邪,xié,xie2,xie,2,zjae,z-,-jae,ping,zjæ¹,*sə.ɢA,awry,0047a,"63758,04",163,4,U+90AA
寫,写,xiě,xie3,xie,3,sjaeX,s-,-jae,shang,sjæ²,*s-qʰAʔ,depict,0799f,"20953,14",40,12,U+5BEB
寫,写,xiě,xie3,xie,3,sjaeX,s-,-jae,shang,sjæ²,*s-qʰAʔ,drain off,0799f,"20953,14",40,12,U+5BEB
瀉,泻,xiě,xie3,xie,3,sjaeX,s-,-jae,shang,sjæ²,*s-qʰAʔ,to drain off,0799h,"31780,14",85,15,U+7009
解,解,xiè,xie4,xie,4,heaX,h-,-ea,shang,ɣɛ²,*N-kˤreʔ,understand,0861a,"63925,1",148,6,U+89E3
解,解,xiè,xie4,xie,4,heaX,h-,-ea,shang,ɣɛ²,*N-kˤreʔ,Err:509,0861a,"63925,1",148,6,U+89E3
蟹,蟹,xiè,xie4,xie,4,heaX,h-,-ea,shang,ɣɛ²,*m-kˤreʔ,crab,0861d,"42898,02",142,13,U+87F9
邂,邂,xiè,xie4,xie,4,heaH,h-,-ea,qu,ɣɛ³,*[g]ˤre-s,"邂逅 xièhòu carefree ((Odes 94.1–2, 118.2)",0861e,"63890,11",162,13,U+9082
械,械,xiè,xie4,xie,4,heajH,h-,-eaj,qu,ɣɛj³,*[m-k]ˤrək-s,fetters; weapon,0990d,"21209,06",75,7,U+68B0
屧,屧,xiè,xie4,xie,4,sep,s-,-ep,ru,sep⁴,*s-lˤep,bottom inlay in shoe,0633p,"20980,02",44,12,U+5C67
燮,燮,xiè,xie4,xie,4,sep,s-,-ep,ru,sep⁴,*s.qʰˤ(r)ip,harmonious,1255c,"10402,12",86,13,U+71EE
屑,屑,xiè,xie4,xie,4,set,s-,-et,ru,set⁴,*s-lˤi[t],"detail, trifle; fragment",1256e,"20975,05",44,7,U+5C51
卸,卸,xiè,xie4,xie,4,sjaeH,s-,-jae,qu,sjæ³,*s-qʰA(ʔ)-s,to unload,0060-,"10314,03",26,6,U+5378
絏,絏,xiè,xie4,xie,4,sjet,s-,-jet,ru,sjet⁴,*s-l[a]t,"rope, fetters",0338c,"53392,14",120,6,U+7D4F
泄,泄,xiè,xie4,xie,4,sjet,s-,-jet,ru,sjet⁴,*s-lat,"leak, ooze",0339h,"31580,02",85,5,U+6CC4
褻,亵,xiè,xie4,xie,4,sjet,s-,-jet,ru,sjet⁴,*s-ŋet,garment next to the body,0330n,"53109,11",145,11,U+893B
泄,泄,xiè,xie4,xie,4,yejH,y-,-jej,qu,jej³,*lat-s,"leak, ooze",0339h,"31580,02",85,5,U+6CC4
謝,谢,xiè,xie4,xie,4,zjaeH,z-,-jae,qu,zjæ³,*sə-lAk-s,"decline, renounce",0807g,"64005,21",149,10,U+8B1D
心,心,xīn,xin1,xin,1,sim,s-,-im,ping,sim¹,*səm,heart,0663a,"42267,01",61,0,U+5FC3
辛,辛,xīn,xin1,xin,1,sin,s-,-in,ping,sin¹,*[s]i[n],pungent; painful,0382a,"64036,01",160,0,U+8F9B
薪,薪,xīn,xin1,xin,1,sin,s-,-in,ping,sin¹,*[s]i[n],firewood,0382n,"53306,03",140,13,U+85AA
新,新,xīn,xin1,xin,1,sin,s-,-in,ping,sin¹,*s.tsʰi[n],new,0382k,"32026,21",69,9,U+65B0
辛,辛,xīn,xin1,xin,1,sin,s-,-in,ping,sin¹,*si[n],8th heavenly stem,0382a,"64036,01",160,0,U+8F9B
馨,馨,xīn,xin1,xin,1,xeng,x-,-eng,ping,xeŋ¹,*qʰˤeŋ,fragrance,0832f,"74425,08",186,11,U+99A8
歆,歆,xīn,xin1,xin,1,xim,x-,-im,ping,xim¹,*[qʰ](r)əm,enjoy (fragrance),0653j,"32146,12",76,9,U+6B46
昕,昕,xīn,xin1,xin,1,xj+n,x-,-j+n,ping,xjɨn¹,*qʰər,dawn,0443h,"21491,01",72,4,U+6615
欣,欣,xīn,xin1,xin,1,xj+n,x-,-j+n,ping,xjɨn¹,*qʰər,rejoice,0443i,"32135,12",76,4,U+6B23
罧,罧,xǐn,xin3,xin,3,simX,s-,-im,shang,sim²,*s.r[ə]mʔ,make a fish trap out of assembled sticks,0655-,"42920,01",122,8,"U+7F67

"
囟,囟,xìn,xin4,xin,4,sinH,s-,-in,qu,sin³,*[s]ə[r]-s,fontanel,--,"10713,03",31,3,U+56DF
信,信,xìn,xin4,xin,4,sinH,s-,-in,qu,sin³,*s-ni[ŋ]-s,truthful,0384a,"10165,01",9,7,U+4FE1
釁,釁,xìn,xin4,xin,4,xinH,x-,-in,qu,xin³,*m̥rər-s,smear with blood,0446a,"10363,13",164,18,U+91C1
衅,衅,xìn,xin4,xin,4,xinH,x-,-in,qu,xin³,*m̥rər-s,smear with blood,0447a,"53051,1",143,5,U+8845
星,星,xīng,xing1,xing,1,seng,s-,-eng,ping,seŋ¹,*s-tsʰˤeŋ,star,0812x,"21500,12",72,5,U+661F
興,兴,xīng,xing1,xing,1,xing,x-,-ing,ping,xiŋ¹,*qʰ(r)əŋ,"lift, rise",0889a,"10253,09",134,9,U+8208
行,行,xíng,xing2,xing,2,haeng,h-,-aeng,ping,ɣæŋ¹,*Cə.[g]ˤraŋ,walk (v.),0748a,"20811,06",144,0,U+884C
行,行,xíng,xing2,xing,2,haengH,h-,-aeng,qu,ɣæŋ³,*[g]ˤraŋ-s,action,0748a,"20811,06",144,0,U+884C
邢,邢,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[g]ˤeŋ,Xíng (place name),0808-,"63757,01",163,4,U+90A2
陘,陉,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[g]ˤeŋ,ravine,0831l,"64130,06",170,7,U+9658
刑,刑,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[ɢ]ˤeŋ,punish(ment),0808b,"10324,15",18,4,U+5211
刑,刑,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[ɢ]ˤeŋ,"model, form",0808b,"10324,15",18,4,U+5211
形,形,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[ɢ]ˤeŋ,"form, shape",0808d,"20852,1",59,4,U+5F62
硎,硎,xíng,xing2,xing,2,heng,h-,-eng,ping,ɣeŋ¹,*[ɢ]ˤeŋ,whetstone,0808f,"42427,05",112,6,U+784E
醒,醒,xǐng,xing3,xing,3,sengX,s-,-eng,shang,seŋ²,*s-tsʰˤeŋʔ,wake up,0812b',"63590,01",164,9,U+9192
省,省,xǐng,xing3,xing,3,sjengX,s-,-jeng,shang,sjeŋ²,*[s]eŋʔ,inspect,0812l,"42473,01",109,4,U+7701
杏,杏,xìng,xing4,xing,4,haengX,h-,-aeng,shang,ɣæŋ²,*C.[g]ˤraŋʔ,apricot (tree),0749a,"21160,04",75,3,U+674F
荇,荇,xìng,xing4,xing,4,haengX,h-,-aeng,shang,ɣæŋ²,*[g]ˤraŋʔ,Limnanthemum nymphoides,0748e,"53206,1",140,6,U+8347
幸,幸,xìng,xing4,xing,4,heangX,h-,-eang,shang,ɣɛŋ²,*[g]ˤreŋʔ,fortunate,0810a,"10434,08",51,5,U+5E78
姓,姓,xìng,xing4,xing,4,sjengH,s-,-jeng,qu,sjeŋ³,*seŋ-s,surname,0812q,"21037,12",38,5,U+59D3
性,性,xìng,xing4,xing,4,sjengH,s-,-jeng,qu,sjeŋ³,*seŋ-s,nature,0812s,"42286,04",61,5,U+6027
凶,凶,xiōng,xiong1,xiong,1,xjowng,x-,-jowng,ping,xjowŋ¹,*qʰ(r)oŋ,unlucky,1183a,"10306,19",17,2,U+51F6
訩,訩,xiōng,xiong1,xiong,1,xjowng,x-,-jowng,ping,xjowŋ¹,*qʰ(r)oŋ,litigate,1183c,"63948,15",149,4,U+8A29
兄,兄,xiōng,xiong1,xiong,1,xjwaeng,x-,-jwaeng,ping,xjæŋ¹,*m̥raŋ,elder brother,0765a,"10266,04",10,3,U+5144
熊,熊,xióng,xiong2,xiong,2,hjuwng,hj-,-juwng,ping,ɣjuwŋ¹,*C.[ɢ]ʷ(r)əm,bear (n.),0674a,"32227,05",86,10,U+718A
雄,雄,xióng,xiong2,xiong,2,hjuwng,hj-,-juwng,ping,ɣjuwŋ¹,*[ɢ]ʷəŋ,male,0887l,"64093,03",172,4,U+96C4
修,修,xiū,xiu1,xiu,1,sjuw,s-,-juw,ping,sjuw¹,*s-liw,adorn,1077d,"10159,02",9,8,U+4FEE
脩,脩,xiū,xiu1,xiu,1,sjuw,s-,-juw,ping,sjuw¹,*s-liw,dried meat,1077e,"10176,04",130,7,U+8129
羞,羞,xiū,xiu1,xiu,1,sjuw,s-,-juw,ping,sjuw¹,*s-nu,shame,1076h,"53128,07",123,5,U+7F9E
休,休,xiū,xiu1,xiu,1,xjuw,x-,-juw,ping,xjuw¹,*qʰ(r)u,rest (v.),1070a,"10117,18",9,4,U+4F11
休,休,xiū,xiu1,xiu,1,xjuw,x-,-juw,ping,xjuw¹,*qʰ(r)u,blessing,1070a,"10117,18",9,4,U+4F11
鵂,鸺,xiū,xiu1,xiu,1,xjuw,x-,-juw,ping,xjuw¹,*qʰ(r)u,鴟鵂 tsyhij.xjuw owl,1070i,"74630,02",196,6,U+9D42
朽,朽,xiǔ,xiu3,xiu,3,xjuwX,x-,-juw,shang,xjuw²,*qʰ(r)uʔ,"rot, decay",1041m,"21153,04",75,2,U+673D
秀,秀,xiù,xiu1,xiu,1,sjuwH,s-,-juw,qu,sjuw³,*[s-l]u(ʔ)-s,to flower,1095a,"42589,04",115,2,U+79C0
繡,绣,xiù,xiu1,xiu,1,sjuwH,s-,-juw,qu,sjuw³,*[s]iw(k)-s,embroider,1028e,"53462,06",120,12,U+7E61
宿,宿,xiù,xiu1,xiu,1,sjuwH,s-,-juw,qu,sjuw³,*[s]uk-s,"""mansion"" of the zodiac (where the moon is found on successive nights)",1029a,"20938,1",40,8,U+5BBF
嗅,嗅,xiù,xiu1,xiu,1,xjuwH,x-,-juw,qu,xjuw³,*qʰu(ʔ)-s,to smell (tr.),1088c,"10668,12",30,10,U+55C5
袖,袖,xiù,xiu1,xiu,1,zjuwH,z-,-juw,qu,zjuw³,*sə.[l]u-s,sleeve,1079m,"53083,03",145,5,U+8896
虛,虚,xū,xu1,xu,1,khjo,kh-,-jo,ping,kʰjo¹,*C.qʰ(r)a,"hill, mound; abandoned city",0078a,"42825,06",141,6,U+865B
墟,墟,xū,xu1,xu,1,khjo,kh-,-jo,ping,kʰjo¹,*C.qʰ(r)a,"hill, mound; abandoned city",0078b,"10479,12",32,12,U+589F
須,须,xū,xu1,xu,1,sju,s-,-ju,ping,sju¹,*C-[s.n]o,beard,0133a,"74358,01",181,3,U+9808
鬚,鬚,xū,xu1,xu,1,sju,s-,-ju,ping,sju¹,*C-[s.n]o,beard,0133d,"74535,11",190,12,U+9B1A
須,须,xū,xu1,xu,1,sju,s-,-ju,ping,sju¹,*[s]o,斯須 a short time,0133a,"74358,01",181,3,U+9808
需,需,xū,xu1,xu,1,sju,s-,-ju,ping,sju¹,*s-no,wait,0134a,"64062,02",173,6,U+9700
戌,戌,xū,xu1,xu,1,swit,s-,-wit,ru,swit⁴,*s.mi[t],11th earthly branch,1257h,"21398,01",62,2,U+620C
虛,虚,xū,xu1,xu,1,xjo,x-,-jo,ping,xjo¹,*qʰ(r)a,empty,0078a,"42825,06",141,6,U+865B
吁,吁,xū,xu1,xu,1,xju,x-,-ju,ping,xju¹,*qʷʰ(r)a,pained,0097t,"10575,07",30,3,U+5401
訏,訏,xū,xu1,xu,1,xju,x-,-ju,ping,xju¹,*qʷʰ(r)a,great,0097v,"63940,01",149,3,U+8A0F
邪,邪,xú,xu2,xu,2,zjo,z-,-jo,ping,zjo¹,*sə.la,walk slowly,0047a,"63758,04",163,4,U+90AA
徐,徐,xú,xu2,xu,2,zjo,z-,-jo,ping,zjo¹,*sə.la,walk slowly,0082p,"20825,14",60,7,U+5F90
湑,湑,xǔ,xu3,xu,3,sjoX,s-,-jo,shang,sjo²,*s-raʔ (dialect: *s-r- > MC s-),to strain (spirits),0090f,"31690,06",85,9,U+6E51
許,许,xǔ,xu3,xu,3,xjoX,x-,-jo,shang,xjo²,*qʰ(r)aʔ,place (n.),0060i,"63946,09",149,4,U+8A31
許,许,xǔ,xu3,xu,3,xjoX,x-,-jo,shang,xjo²,*qʰ(r)aʔ,allow,0060i,"63946,09",149,4,U+8A31
壻,壻,xù,xu1,xu,1,sejH,s-,-ej,qu,sej³,*[s]ˤ[i][j]-s,son-in-law,0090i,"10469,04",33,9,U+58FB
絮,絮,xù,xu1,xu,1,sjoH,s-,-jo,qu,sjo³,*s-na-s,"raw silk, floss",0094u,"53400,07",120,6,U+7D6E
恤,恤,xù,xu1,xu,1,swit,s-,-wit,ru,swit⁴,*s-[m]i[t],anxiety,0410e,"42296,1",61,6,U+6064
訹,訹,xù,xu1,xu,1,swit,s-,-wit,ru,swit⁴,*s-lut,entice,0497i,"63952,1",149,5,U+8A39
蓄,蓄,xù,xu1,xu,1,trhjuwk,trh-,-juwk,ru,ʈʰjuwk⁴,*qʰ<r>uk,store (v.),1018c,"53269,03",140,10,U+84C4
頊,顼,xù,xu1,xu,1,xjowk,x-,-jowk,ru,xjowk⁴,*qʰ(r)ok,disconcerted,1216d,"74359,06",181,4,U+980A
畜,畜,xù,xu1,xu,1,xjuwH,x-,-juw,qu,xjuw³,*qʰuk-s,domestic animal,1018a,"42538,04",102,5,U+755C
畜,畜,xù,xu1,xu,1,xjuwk,x-,-juwk,ru,xjuwk⁴,*qʰuk,nourish,1018a,"42538,04",102,5,U+755C
蓄,蓄,xù,xu1,xu,1,xjuwk,x-,-juwk,ru,xjuwk⁴,*qʰuk,collect; store (n.),1018c,"53269,03",140,10,U+84C4
稸,稸,xù,xu1,xu,1,xjuwk,x-,-juwk,ru,xjuwk⁴,*qʰuk,store; harbor (feelings),1018d,"42626,04",115,10,U+7A38
慉,慉,xù,xu1,xu,1,xjuwk,x-,-juwk,ru,xjuwk⁴,*qʰuk,cherish,1018e,"42339,02",61,10,U+6149
侐,侐,xù,xu1,xu,1,xjwijH,x-,-jwij,qu,xjij³,*m̥ik-s,"still, quiet",0930b,"10149,08",9,6,U+4F90
淢,淢,xù,xu1,xu,1,xwik,x-,-wik,ru,xwik⁴,*m̥(r)ik,channel; moat,0929l,"31643,04",85,8,U+6DE2
洫,洫,xù,xu1,xu,1,xwik,x-,-wik,ru,xwik⁴,*m̥(r)ik,channel; moat,0930a,"31611,02",85,6,U+6D2B
侐,侐,xù,xu1,xu,1,xwik,x-,-wik,ru,xwik⁴,*m̥(r)ik,"still, quiet",0930b,"10149,08",9,6,U+4F90
序,序,xù,xu1,xu,1,zjoX,z-,-jo,shang,zjo²,*[sə.l]aʔ,walls at side of palace,0083h,"20875,18",53,4,U+5E8F
緒,绪,xù,xu1,xu,1,zjoX,z-,-jo,shang,zjo²,*s-m-taʔ,arrange in order,0045s,"53408,14",120,8,U+7DD2
敘,叙,xù,xu1,xu,1,zjoX,z-,-jo,shang,zjo²,*s-m-taʔ,order (v.),0082o,"21463,03",66,7,U+6558
續,续,xù,xu1,xu,1,zjowk,z-,-jowk,ru,zjowk⁴,*sə.lok,continue,1023u,"53465,07",120,15,U+7E8C
藚,藚,xù,xu1,xu,1,zjowk,z-,-jowk,ru,zjowk⁴,*sə.lok,Alisma plantago,1023v,"53317,09",140,15,U+85DA
亘,亘,xuān,xuan1,xuan,1,sjwen,s-,-jwen,ping,ɕen¹,*s-[q]ʷar,turn around,0164a,"10017,16",7,4,U+4E98
宣,宣,xuān,xuan1,xuan,1,sjwen,s-,-jwen,ping,ɕen¹,*s-qʷar,spread (v.),0164t,"20923,1",40,6,U+5BA3
亘,亘,xuān,xuan1,xuan,1,sjwen,s-,-jwen,ping,ɕen¹,*swar (< *s-[q]ʷar),阿會亘 ēhuìxuān: Skt. ābhāsvara ‘shining’ (E. Hàn),0164a,"10017,16",7,4,U+4E98
軒,轩,xuān,xuan1,xuan,1,xjon,x-,-jon,ping,xjon¹,*qʰa[r],nobleman's carriage,0139g',"53514,06",159,3,U+8ED2
儇,儇,xuān,xuan1,xuan,1,xjwien,x-,-jwien,ping,xjien¹,*qʷʰen,"nimble, smart",0256z,"10225,08",9,13,U+5107
翾,翾,xuān,xuan1,xuan,1,xjwien,x-,-jwien,ping,xjien¹,*qʷʰen,fly about,0256a',"53359,01",124,13,U+7FFE
塤,埙,xuān,xuan1,xuan,1,xjwon,x-,-jwon,ping,xjon¹,*qʰo[n],ocarina,0227d,"10472,02",32,10,U+5864
諼,谖,xuān,xuan1,xuan,1,xjwon,x-,-jwon,ping,xjon¹,*qʷʰa[r],forget,0255k,"64000,05",149,9,U+8AFC
吅,吅,xuān,xuan1,xuan,1,xjwon,x-,-jwon,ping,xjon¹,*qʷʰar,"clamor, shout",0158-,"10577,11",30,3,U+5405
諠,諠,xuān,xuan1,xuan,1,xjwon,x-,-jwon,ping,xjon¹,*qʷʰar,"clamor, shout",0164z,"64002,03",149,9,U+8AE0
駽,駽,xuān,xuan1,xuan,1,xwen,x-,-wen,ping,xwen¹,*qʷʰˤen,bluish-black horse,0228k,"74557,08",187,7,U+99FD
誸,誸,xuán,xuan2,xuan,2,hen,h-,-en,ping,ɣen¹,*[ɢ]ˤi[n],speak quickly,0366m,"63993,1",149,8,U+8AB8
懸,悬,xuán,xuan2,xuan,2,hwen,h-,-wen,ping,ɣwen¹,"*N-kʷˤe[n] (error in B&S 2014, should be *Cə.[g]ʷˤe[n] to account for Mǐn)",suspend,0248b,"42368,05",61,16,U+61F8
縣,县,xuán,xuan2,xuan,2,hwen,h-,-wen,ping,ɣwen¹,*[g]ʷˤe[n],suspend,0248a,"53435,11",120,10,U+7E23
玄,玄,xuán,xuan2,xuan,2,hwen,h-,-wen,ping,ɣwen¹,*[ɢ]ʷˤi[n],dark,0366a,"10280,03",95,0,U+7384
